order_id,order_item_id,product_id,sale_date_utc,order_status,item_status,order_disposition,sale_price,product_category
1464,2086,26993,2024-01-11,Complete,Complete,CANDIDATE_CA,80.41999816894531,Sleep & Lounge
1471,2094,18750,2024-01-12,Complete,Complete,CANDIDATE_CA,12.630000114440918,Active
1471,2095,26187,2024-01-11,Complete,Complete,CANDIDATE_CA,8.640000343322756,Underwear
1471,2096,18527,2024-01-09,Complete,Complete,CANDIDATE_CA,22.0,Active
1546,2203,4139,2024-01-06,Shipped,Shipped,CANDIDATE_CA,11.090000152587892,Jumpsuits & Rompers
1546,2204,1268,2024-01-03,Shipped,Shipped,CANDIDATE_CA,41.75,Sweaters
1586,2259,8719,2024-01-24,Complete,Complete,CANDIDATE_CA,74.94999694824217,Outerwear & Coats
1586,2260,7648,2024-01-23,Complete,Complete,CANDIDATE_CA,26.690000534057617,Blazers & Jackets
1648,2341,19559,2024-01-13,Processing,Processing,A_VERIFIER_ETAT,168.83999633789062,Sweaters
1648,2342,22395,2024-01-13,Processing,Processing,A_VERIFIER_ETAT,198.0,Pants
1648,2343,21253,2024-01-14,Processing,Processing,A_VERIFIER_ETAT,154.0,Jeans
1672,2371,26261,2024-01-19,Processing,Processing,A_VERIFIER_ETAT,28.5,Underwear
1688,2389,10114,2024-01-19,Returned,Returned,EXCLUE_METIER,65.0,Sleep & Lounge
1688,2390,9081,2024-01-16,Returned,Returned,EXCLUE_METIER,17.950000762939453,Socks & Hosiery
1760,2489,13629,2024-01-11,Processing,Processing,A_VERIFIER_ETAT,1.5099999904632568,Accessories
2125,3004,17569,2024-01-11,Shipped,Shipped,CANDIDATE_CA,15.600000381469728,Fashion Hoodies & Sweatshirts
2142,3030,26208,2024-01-17,Cancelled,Cancelled,EXCLUE_METIER,38.0,Underwear
2142,3031,27574,2024-01-18,Cancelled,Cancelled,EXCLUE_METIER,50.0,Swim
2155,3049,10833,2024-01-03,Shipped,Shipped,CANDIDATE_CA,25.5,Intimates
2155,3050,9612,2024-01-05,Shipped,Shipped,CANDIDATE_CA,39.950000762939446,Sleep & Lounge
2215,3138,25703,2024-01-15,Processing,Processing,A_VERIFIER_ETAT,39.9900016784668,Underwear
2237,3171,25006,2024-01-29,Shipped,Shipped,CANDIDATE_CA,7.5,Socks
2237,3172,23092,2024-01-28,Shipped,Shipped,CANDIDATE_CA,40.0,Shorts
2237,3173,16733,2024-01-27,Shipped,Shipped,CANDIDATE_CA,16.600000381469727,Tops & Tees
2237,3174,20177,2024-01-27,Shipped,Shipped,CANDIDATE_CA,88.0,Suits & Sport Coats
2797,3977,20669,2024-01-30,Processing,Processing,A_VERIFIER_ETAT,74.0,Jeans
2909,4143,24681,2024-01-25,Complete,Complete,CANDIDATE_CA,13.989999771118164,Socks
2934,4186,6156,2024-01-04,Shipped,Shipped,CANDIDATE_CA,6.730000019073486,Leggings
2934,4187,14248,2024-01-01,Shipped,Shipped,CANDIDATE_CA,3.5,Accessories
2934,4188,12597,2024-01-02,Shipped,Shipped,CANDIDATE_CA,7.949999809265136,Intimates
2934,4189,1548,2024-01-02,Shipped,Shipped,CANDIDATE_CA,29.989999771118164,Fashion Hoodies & Sweatshirts
3019,4305,20407,2024-01-04,Shipped,Shipped,CANDIDATE_CA,79.94999694824217,Suits & Sport Coats
3037,4335,7399,2024-01-10,Complete,Complete,CANDIDATE_CA,89.0,Skirts
3044,4344,24488,2024-01-09,Complete,Complete,CANDIDATE_CA,14.699999809265137,Socks
3044,4345,16211,2024-01-09,Complete,Complete,CANDIDATE_CA,54.180000305175774,Tops & Tees
3044,4346,23140,2024-01-10,Complete,Complete,CANDIDATE_CA,44.5,Shorts
3280,4701,1921,2024-01-08,Cancelled,Cancelled,EXCLUE_METIER,34.95000076293945,Fashion Hoodies & Sweatshirts
3336,4773,5100,2024-01-16,Complete,Complete,CANDIDATE_CA,44.9900016784668,Pants & Capris
3336,4774,8366,2024-01-20,Complete,Complete,CANDIDATE_CA,157.5,Outerwear & Coats
3385,4846,24692,2024-01-15,Complete,Complete,CANDIDATE_CA,10.0,Socks
3385,4847,18222,2024-01-16,Complete,Complete,CANDIDATE_CA,12.0,Active
3455,4951,15843,2024-01-17,Returned,Returned,EXCLUE_METIER,4.380000114440918,Plus
3465,4965,25091,2024-01-24,Cancelled,Cancelled,EXCLUE_METIER,25.0,Socks
3508,5031,3992,2024-01-27,Shipped,Shipped,CANDIDATE_CA,108.0,Dresses
3600,5167,15636,2024-01-30,Returned,Returned,EXCLUE_METIER,12.0,Plus
3697,5314,25791,2024-01-29,Complete,Complete,CANDIDATE_CA,25.0,Underwear
3857,5544,25684,2024-01-14,Returned,Returned,EXCLUE_METIER,22.739999771118164,Underwear
3857,5545,23240,2024-01-12,Returned,Returned,EXCLUE_METIER,40.0,Shorts
3857,5546,19353,2024-01-11,Returned,Returned,EXCLUE_METIER,39.880001068115234,Sweaters
3869,5563,12294,2024-01-05,Returned,Returned,EXCLUE_METIER,21.899999618530277,Intimates
4278,6167,5851,2024-01-13,Cancelled,Cancelled,EXCLUE_METIER,6.96999979019165,Leggings
4285,6176,12681,2024-01-16,Returned,Returned,EXCLUE_METIER,59.950000762939446,Intimates
4285,6177,8351,2024-01-15,Returned,Returned,EXCLUE_METIER,160.0,Outerwear & Coats
4329,6241,5789,2024-01-26,Shipped,Shipped,CANDIDATE_CA,27.780000686645508,Leggings
4404,6361,15380,2024-01-19,Processing,Processing,A_VERIFIER_ETAT,25.0,Plus
4404,6362,1065,2024-01-23,Processing,Processing,A_VERIFIER_ETAT,36.9900016784668,Sweaters
4485,6474,15993,2024-01-31,Shipped,Shipped,CANDIDATE_CA,49.5,Tops & Tees
4576,6600,14051,2024-01-13,Returned,Returned,EXCLUE_METIER,85.83000183105469,Accessories
4576,6601,11997,2024-01-17,Returned,Returned,EXCLUE_METIER,65.0,Intimates
4576,6602,15119,2024-01-17,Returned,Returned,EXCLUE_METIER,78.0,Maternity
4576,6603,4388,2024-01-15,Returned,Returned,EXCLUE_METIER,34.9900016784668,Jeans
4883,7061,9214,2024-01-26,Processing,Processing,A_VERIFIER_ETAT,11.989999771118164,Socks & Hosiery
4883,7062,6940,2024-01-27,Processing,Processing,A_VERIFIER_ETAT,18.0,Shorts
4884,7063,7795,2024-01-05,Complete,Complete,CANDIDATE_CA,261.0,Blazers & Jackets
5015,7252,15910,2024-01-04,Cancelled,Cancelled,EXCLUE_METIER,18.989999771118164,Plus
5021,7258,22904,2024-01-13,Cancelled,Cancelled,EXCLUE_METIER,48.0,Shorts
5021,7259,20986,2024-01-15,Cancelled,Cancelled,EXCLUE_METIER,69.0,Jeans
5034,7279,8818,2024-01-31,Complete,Complete,CANDIDATE_CA,179.99000549316406,Outerwear & Coats
5034,7280,2728,2024-01-30,Complete,Complete,CANDIDATE_CA,20.0,Active
5052,7304,27749,2024-01-08,Complete,Complete,CANDIDATE_CA,49.5,Swim
5052,7305,20068,2024-01-10,Complete,Complete,CANDIDATE_CA,219.5,Suits & Sport Coats
5281,7648,26511,2024-01-08,Processing,Processing,A_VERIFIER_ETAT,149.9499969482422,Sleep & Lounge
5367,7776,8779,2024-01-15,Shipped,Shipped,CANDIDATE_CA,140.0,Outerwear & Coats
5563,8072,21509,2024-01-11,Complete,Complete,CANDIDATE_CA,134.0,Jeans
5563,8073,17777,2024-01-10,Complete,Complete,CANDIDATE_CA,56.869998931884766,Fashion Hoodies & Sweatshirts
5974,8672,3334,2024-01-08,Cancelled,Cancelled,EXCLUE_METIER,33.9900016784668,Dresses
6004,8711,16920,2024-01-22,Returned,Returned,EXCLUE_METIER,29.989999771118164,Tops & Tees
6004,8712,25256,2024-01-22,Returned,Returned,EXCLUE_METIER,6.989999771118164,Socks
6287,9101,21651,2024-01-13,Shipped,Shipped,CANDIDATE_CA,68.94999694824219,Jeans
6287,9102,20728,2024-01-11,Shipped,Shipped,CANDIDATE_CA,37.9900016784668,Jeans
6470,9363,9417,2024-01-11,Processing,Processing,A_VERIFIER_ETAT,11.989999771118164,Socks & Hosiery
6470,9364,13089,2024-01-12,Processing,Processing,A_VERIFIER_ETAT,38.9900016784668,Swim
6470,9365,2150,2024-01-13,Processing,Processing,A_VERIFIER_ETAT,119.0,Fashion Hoodies & Sweatshirts
6470,9366,4288,2024-01-09,Processing,Processing,A_VERIFIER_ETAT,55.9900016784668,Jeans
6509,9417,6659,2024-01-01,Shipped,Shipped,CANDIDATE_CA,39.9900016784668,Shorts
6751,9783,2248,2024-01-05,Complete,Complete,CANDIDATE_CA,36.9900016784668,Fashion Hoodies & Sweatshirts
6764,9805,2335,2024-01-27,Returned,Returned,EXCLUE_METIER,14.289999961853027,Fashion Hoodies & Sweatshirts
6893,9978,3427,2024-01-29,Processing,Processing,A_VERIFIER_ETAT,46.9900016784668,Dresses
6906,9993,5087,2024-01-28,Shipped,Shipped,CANDIDATE_CA,58.5,Jeans
6906,9994,12916,2024-01-31,Shipped,Shipped,CANDIDATE_CA,19.899999618530277,Swim
6978,10096,8997,2024-01-08,Shipped,Shipped,CANDIDATE_CA,20.0,Socks & Hosiery
6978,10097,8073,2024-01-12,Shipped,Shipped,CANDIDATE_CA,59.11000061035156,Suits
6978,10098,6208,2024-01-09,Shipped,Shipped,CANDIDATE_CA,17.899999618530273,Leggings
6998,10125,25177,2024-01-11,Complete,Complete,CANDIDATE_CA,8.800000190734863,Socks
6998,10126,20046,2024-01-12,Complete,Complete,CANDIDATE_CA,189.97999572753903,Suits & Sport Coats
7123,10300,1130,2024-01-19,Returned,Returned,EXCLUE_METIER,119.98999786376952,Sweaters
7141,10320,6300,2024-01-19,Complete,Complete,CANDIDATE_CA,29.899999618530277,Shorts
7237,10463,14310,2024-01-23,Complete,Complete,CANDIDATE_CA,17.989999771118164,Accessories
7261,10502,26482,2024-01-30,Complete,Complete,CANDIDATE_CA,89.94999694824217,Sleep & Lounge
7261,10504,25524,2024-01-28,Complete,Complete,CANDIDATE_CA,41.9900016784668,Underwear
7376,10660,26880,2024-01-21,Complete,Complete,CANDIDATE_CA,25.0,Sleep & Lounge
7393,10680,10473,2024-01-22,Cancelled,Cancelled,EXCLUE_METIER,42.299999237060554,Intimates
7466,10779,25339,2024-01-21,Cancelled,Cancelled,EXCLUE_METIER,22.989999771118164,Socks
7647,11038,5696,2024-01-13,Returned,Returned,EXCLUE_METIER,43.9900016784668,Pants & Capris
8020,11595,15240,2024-01-18,Processing,Processing,A_VERIFIER_ETAT,60.0,Plus
8032,11610,16827,2024-01-31,Cancelled,Cancelled,EXCLUE_METIER,70.94999694824219,Tops & Tees
8242,11910,3491,2024-01-19,Complete,Complete,CANDIDATE_CA,98.0,Dresses
8283,11973,22342,2024-01-08,Complete,Complete,CANDIDATE_CA,138.0,Pants
8313,12014,12965,2024-01-07,Complete,Complete,CANDIDATE_CA,52.0,Swim
8313,12015,1492,2024-01-08,Complete,Complete,CANDIDATE_CA,60.9900016784668,Sweaters
8348,12070,360,2024-01-11,Shipped,Shipped,CANDIDATE_CA,11.0,Tops & Tees
8370,12098,25378,2024-01-22,Complete,Complete,CANDIDATE_CA,32.0,Underwear
8370,12099,17860,2024-01-19,Complete,Complete,CANDIDATE_CA,57.9900016784668,Fashion Hoodies & Sweatshirts
8370,12100,20638,2024-01-22,Complete,Complete,CANDIDATE_CA,39.950000762939446,Jeans
8529,12349,23784,2024-01-16,Processing,Processing,A_VERIFIER_ETAT,575.0,Outerwear & Coats
8571,12406,25782,2024-01-26,Complete,Complete,CANDIDATE_CA,24.0,Underwear
8802,12737,4603,2024-01-25,Complete,Complete,CANDIDATE_CA,44.5,Jeans
8856,12817,13068,2024-01-19,Returned,Returned,EXCLUE_METIER,44.0,Swim
8856,12818,5976,2024-01-21,Returned,Returned,EXCLUE_METIER,30.0,Leggings
9196,13292,6870,2024-01-12,Shipped,Shipped,CANDIDATE_CA,32.95000076293945,Shorts
9269,13397,23388,2024-01-04,Shipped,Shipped,CANDIDATE_CA,29.950000762939453,Shorts
9331,13491,18992,2024-01-23,Complete,Complete,CANDIDATE_CA,27.600000381469727,Sweaters
9331,13492,22869,2024-01-19,Complete,Complete,CANDIDATE_CA,28.0,Shorts
9338,13499,10105,2024-01-16,Shipped,Shipped,CANDIDATE_CA,140.0,Sleep & Lounge
9338,13500,12403,2024-01-17,Shipped,Shipped,CANDIDATE_CA,22.989999771118164,Intimates
9348,13515,27264,2024-01-19,Processing,Processing,A_VERIFIER_ETAT,39.950000762939446,Sleep & Lounge
9348,13516,17720,2024-01-19,Processing,Processing,A_VERIFIER_ETAT,38.77000045776367,Fashion Hoodies & Sweatshirts
9413,13600,5420,2024-01-25,Complete,Complete,CANDIDATE_CA,49.0,Pants & Capris
9447,13648,28865,2024-01-19,Cancelled,Cancelled,EXCLUE_METIER,24.950000762939453,Accessories
9643,13923,13368,2024-01-17,Complete,Complete,CANDIDATE_CA,44.0,Swim
9710,14015,23448,2024-01-21,Shipped,Shipped,CANDIDATE_CA,10.760000228881836,Shorts
9713,14018,3404,2024-01-03,Processing,Processing,A_VERIFIER_ETAT,97.98999786376952,Dresses
9718,14026,807,2024-01-08,Processing,Processing,A_VERIFIER_ETAT,89.5,Sweaters
9718,14027,10887,2024-01-04,Processing,Processing,A_VERIFIER_ETAT,16.0,Intimates
9822,14180,28029,2024-01-12,Complete,Complete,CANDIDATE_CA,37.5,Swim
10006,14436,19523,2024-01-09,Complete,Complete,CANDIDATE_CA,186.94999694824216,Sweaters
10020,14457,21834,2024-01-02,Shipped,Shipped,CANDIDATE_CA,44.9900016784668,Pants
10052,14510,376,2024-01-28,Processing,Processing,A_VERIFIER_ETAT,13.989999771118164,Tops & Tees
10324,14905,15143,2024-01-05,Cancelled,Cancelled,EXCLUE_METIER,42.220001220703125,Maternity
10324,14906,10084,2024-01-06,Cancelled,Cancelled,EXCLUE_METIER,28.0,Sleep & Lounge
10364,14967,9407,2024-01-24,Complete,Complete,CANDIDATE_CA,6.5,Socks & Hosiery
10797,15588,14481,2024-01-30,Shipped,Shipped,CANDIDATE_CA,19.979999542236328,Maternity
10836,15645,14408,2024-01-21,Cancelled,Cancelled,EXCLUE_METIER,29.979999542236328,Maternity
10843,15653,28249,2024-01-02,Shipped,Shipped,CANDIDATE_CA,24.989999771118164,Swim
10860,15675,14993,2024-01-10,Shipped,Shipped,CANDIDATE_CA,30.200000762939453,Maternity
10898,15724,9314,2024-01-09,Shipped,Shipped,CANDIDATE_CA,30.0,Socks & Hosiery
10922,15752,11041,2024-01-19,Cancelled,Cancelled,EXCLUE_METIER,28.0,Intimates
11074,15980,10827,2024-01-07,Cancelled,Cancelled,EXCLUE_METIER,27.450000762939453,Intimates
11074,15981,4362,2024-01-04,Cancelled,Cancelled,EXCLUE_METIER,104.0,Jeans
11104,16031,3973,2024-01-15,Processing,Processing,A_VERIFIER_ETAT,87.0,Dresses
11118,16047,7430,2024-01-01,Complete,Complete,CANDIDATE_CA,29.5,Skirts
11198,16166,3121,2024-01-02,Complete,Complete,CANDIDATE_CA,495.0,Dresses
11198,16167,3987,2024-01-06,Complete,Complete,CANDIDATE_CA,85.12000274658203,Dresses
11452,16543,16436,2024-01-10,Shipped,Shipped,CANDIDATE_CA,28.15999984741211,Tops & Tees
11513,16631,6789,2024-01-25,Processing,Processing,A_VERIFIER_ETAT,44.0,Shorts
11514,16632,13211,2024-01-14,Shipped,Shipped,CANDIDATE_CA,36.950000762939446,Swim
11531,16664,18617,2024-01-29,Shipped,Shipped,CANDIDATE_CA,22.0,Active
11538,16677,16178,2024-01-01,Processing,Processing,A_VERIFIER_ETAT,21.38999938964844,Tops & Tees
11538,16678,28162,2024-01-02,Processing,Processing,A_VERIFIER_ETAT,65.0,Swim
11769,17038,483,2024-01-09,Cancelled,Cancelled,EXCLUE_METIER,60.0,Tops & Tees
11770,17039,7392,2024-01-23,Cancelled,Cancelled,EXCLUE_METIER,14.899999618530272,Skirts
11770,17040,70,2024-01-22,Cancelled,Cancelled,EXCLUE_METIER,99.0,Tops & Tees
11771,17041,12764,2024-01-22,Processing,Processing,A_VERIFIER_ETAT,73.0,Swim
11980,17334,17541,2024-01-30,Complete,Complete,CANDIDATE_CA,33.16999816894531,Fashion Hoodies & Sweatshirts
11980,17335,18382,2024-01-30,Complete,Complete,CANDIDATE_CA,59.9900016784668,Active
11980,17336,27921,2024-01-31,Complete,Complete,CANDIDATE_CA,34.5,Swim
11986,17342,22020,2024-01-12,Shipped,Shipped,CANDIDATE_CA,25.0,Pants
12018,17395,20005,2024-01-19,Complete,Complete,CANDIDATE_CA,179.0,Suits & Sport Coats
12029,17419,11961,2024-01-27,Cancelled,Cancelled,EXCLUE_METIER,26.989999771118164,Intimates
12038,17428,723,2024-01-12,Shipped,Shipped,CANDIDATE_CA,59.9900016784668,Tops & Tees
12038,17429,3132,2024-01-12,Shipped,Shipped,CANDIDATE_CA,99.98999786376952,Dresses
12321,17844,1006,2024-01-29,Shipped,Shipped,CANDIDATE_CA,29.989999771118164,Sweaters
12340,17882,27979,2024-01-16,Complete,Complete,CANDIDATE_CA,87.94999694824217,Swim
12530,18162,19937,2024-01-02,Complete,Complete,CANDIDATE_CA,89.98999786376953,Suits & Sport Coats
12530,18163,24952,2024-01-01,Complete,Complete,CANDIDATE_CA,19.989999771118164,Socks
12567,18214,800,2024-01-21,Cancelled,Cancelled,EXCLUE_METIER,88.0,Sweaters
12811,18560,23057,2024-01-26,Complete,Complete,CANDIDATE_CA,59.5,Shorts
12851,18612,21680,2024-01-01,Shipped,Shipped,CANDIDATE_CA,55.0,Pants
12931,18739,13129,2024-01-29,Shipped,Shipped,CANDIDATE_CA,44.34000015258789,Swim
13008,18853,11923,2024-01-14,Processing,Processing,A_VERIFIER_ETAT,49.9900016784668,Intimates
13022,18874,7356,2024-01-24,Cancelled,Cancelled,EXCLUE_METIER,25.0,Skirts
13034,18895,10126,2024-01-10,Shipped,Shipped,CANDIDATE_CA,11.989999771118164,Sleep & Lounge
13034,18896,7787,2024-01-11,Shipped,Shipped,CANDIDATE_CA,98.0,Blazers & Jackets
13120,19030,16529,2024-01-13,Returned,Returned,EXCLUE_METIER,22.0,Tops & Tees
13120,19031,17944,2024-01-14,Returned,Returned,EXCLUE_METIER,44.9900016784668,Fashion Hoodies & Sweatshirts
13120,19032,20258,2024-01-13,Returned,Returned,EXCLUE_METIER,325.0,Suits & Sport Coats
13260,19244,290,2024-01-11,Shipped,Shipped,CANDIDATE_CA,36.0,Tops & Tees
13420,19490,18233,2024-01-23,Complete,Complete,CANDIDATE_CA,18.989999771118164,Active
13482,19578,26689,2024-01-01,Processing,Processing,A_VERIFIER_ETAT,74.0,Sleep & Lounge
13543,19665,9565,2024-01-03,Shipped,Shipped,CANDIDATE_CA,47.0,Sleep & Lounge
13630,19790,24265,2024-01-02,Cancelled,Cancelled,EXCLUE_METIER,139.99000549316406,Outerwear & Coats
13664,19840,8482,2024-01-02,Complete,Complete,CANDIDATE_CA,99.0,Outerwear & Coats
13724,19932,9650,2024-01-12,Processing,Processing,A_VERIFIER_ETAT,69.98999786376953,Sleep & Lounge
13836,20103,11237,2024-01-02,Cancelled,Cancelled,EXCLUE_METIER,17.489999771118164,Intimates
13838,20105,27862,2024-01-05,Complete,Complete,CANDIDATE_CA,45.0,Swim
13838,20106,22140,2024-01-06,Complete,Complete,CANDIDATE_CA,79.5,Pants
13838,20107,21523,2024-01-06,Complete,Complete,CANDIDATE_CA,195.72000122070312,Jeans
13925,20230,21076,2024-01-17,Returned,Returned,EXCLUE_METIER,25.0,Jeans
13925,20231,24765,2024-01-15,Returned,Returned,EXCLUE_METIER,13.0,Socks
13925,20232,24667,2024-01-19,Returned,Returned,EXCLUE_METIER,15.0,Socks
13925,20233,23745,2024-01-17,Returned,Returned,EXCLUE_METIER,160.0,Outerwear & Coats
14121,20499,22865,2024-01-21,Shipped,Shipped,CANDIDATE_CA,49.0,Shorts
14143,20531,19012,2024-01-04,Shipped,Shipped,CANDIDATE_CA,64.0,Sweaters
14223,20633,7458,2024-01-17,Complete,Complete,CANDIDATE_CA,49.9900016784668,Skirts
14312,20747,21636,2024-01-03,Returned,Returned,EXCLUE_METIER,187.6000061035156,Jeans
14468,20970,15807,2024-01-30,Returned,Returned,EXCLUE_METIER,14.0,Plus
14509,21027,1792,2024-01-03,Returned,Returned,EXCLUE_METIER,44.9900016784668,Fashion Hoodies & Sweatshirts
14510,21028,2064,2024-01-27,Shipped,Shipped,CANDIDATE_CA,39.400001525878906,Fashion Hoodies & Sweatshirts
14513,21031,10150,2024-01-06,Complete,Complete,CANDIDATE_CA,30.0,Sleep & Lounge
14535,21053,18853,2024-01-07,Cancelled,Cancelled,EXCLUE_METIER,79.98999786376953,Sweaters
14804,21418,28250,2024-01-04,Processing,Processing,A_VERIFIER_ETAT,64.94999694824219,Swim
15087,21822,9862,2024-01-29,Cancelled,Cancelled,EXCLUE_METIER,24.899999618530277,Sleep & Lounge
15087,21823,14420,2024-01-31,Cancelled,Cancelled,EXCLUE_METIER,19.979999542236328,Maternity
15161,21936,8649,2024-01-13,Processing,Processing,A_VERIFIER_ETAT,90.0,Outerwear & Coats
15502,22412,3963,2024-01-22,Shipped,Shipped,CANDIDATE_CA,229.0,Dresses
15519,22432,23345,2024-01-13,Shipped,Shipped,CANDIDATE_CA,21.989999771118164,Shorts
15633,22592,412,2024-01-27,Cancelled,Cancelled,EXCLUE_METIER,71.94999694824219,Tops & Tees
15640,22599,16492,2024-01-08,Shipped,Shipped,CANDIDATE_CA,48.0,Tops & Tees
15674,22657,7371,2024-01-19,Processing,Processing,A_VERIFIER_ETAT,25.0,Skirts
15711,22716,14055,2024-01-06,Shipped,Shipped,CANDIDATE_CA,18.0,Accessories
15742,22767,3739,2024-01-18,Cancelled,Cancelled,EXCLUE_METIER,48.950000762939446,Dresses
15742,22768,1333,2024-01-20,Cancelled,Cancelled,EXCLUE_METIER,84.98999786376953,Sweaters
15742,22769,3459,2024-01-18,Cancelled,Cancelled,EXCLUE_METIER,29.989999771118164,Dresses
15852,22933,2291,2024-01-19,Cancelled,Cancelled,EXCLUE_METIER,27.899999618530277,Fashion Hoodies & Sweatshirts
16005,23147,1410,2024-01-19,Complete,Complete,CANDIDATE_CA,16.899999618530273,Sweaters
16005,23148,15408,2024-01-17,Complete,Complete,CANDIDATE_CA,36.0,Plus
16075,23254,24686,2024-01-14,Processing,Processing,A_VERIFIER_ETAT,11.989999771118164,Socks
16075,23255,23914,2024-01-16,Processing,Processing,A_VERIFIER_ETAT,129.92999267578125,Outerwear & Coats
16075,23256,24049,2024-01-15,Processing,Processing,A_VERIFIER_ETAT,219.0,Outerwear & Coats
16088,23275,192,2024-01-02,Returned,Returned,EXCLUE_METIER,19.989999771118164,Tops & Tees
16186,23408,3091,2024-01-16,Complete,Complete,CANDIDATE_CA,30.0,Active
16268,23518,12069,2024-01-22,Processing,Processing,A_VERIFIER_ETAT,100.0,Intimates
16358,23645,18201,2024-01-14,Shipped,Shipped,CANDIDATE_CA,155.0,Active
16367,23657,26577,2024-01-05,Complete,Complete,CANDIDATE_CA,79.98999786376953,Sleep & Lounge
16367,23658,27717,2024-01-09,Complete,Complete,CANDIDATE_CA,62.0,Swim
16452,23779,7277,2024-01-07,Complete,Complete,CANDIDATE_CA,25.0,Skirts
16614,24001,20663,2024-01-08,Returned,Returned,EXCLUE_METIER,42.380001068115234,Jeans
16614,24002,20899,2024-01-09,Returned,Returned,EXCLUE_METIER,54.9900016784668,Jeans
16614,24003,26300,2024-01-08,Returned,Returned,EXCLUE_METIER,22.0,Underwear
16898,24427,3393,2024-01-03,Complete,Complete,CANDIDATE_CA,129.0,Dresses
16898,24428,1033,2024-01-05,Complete,Complete,CANDIDATE_CA,69.94999694824219,Sweaters
17121,24747,19314,2024-01-01,Complete,Complete,CANDIDATE_CA,91.0,Sweaters
17151,24784,315,2024-01-16,Shipped,Shipped,CANDIDATE_CA,33.97999954223633,Tops & Tees
17347,25056,19297,2024-01-01,Shipped,Shipped,CANDIDATE_CA,69.98999786376953,Sweaters
17350,25060,28618,2024-01-28,Shipped,Shipped,CANDIDATE_CA,29.989999771118164,Accessories
17451,25215,17600,2024-01-15,Shipped,Shipped,CANDIDATE_CA,54.6599998474121,Fashion Hoodies & Sweatshirts
17451,25216,26464,2024-01-13,Shipped,Shipped,CANDIDATE_CA,28.989999771118164,Sleep & Lounge
17715,25590,25984,2024-01-22,Complete,Complete,CANDIDATE_CA,52.450000762939446,Underwear
17725,25605,22271,2024-01-28,Returned,Returned,EXCLUE_METIER,59.9900016784668,Pants
17829,25755,15630,2024-01-28,Shipped,Shipped,CANDIDATE_CA,8.670000076293945,Plus
17960,25933,3288,2024-01-30,Cancelled,Cancelled,EXCLUE_METIER,39.9900016784668,Dresses
18017,26025,10758,2024-01-05,Shipped,Shipped,CANDIDATE_CA,13.0,Intimates
18153,26235,28430,2024-01-15,Shipped,Shipped,CANDIDATE_CA,9.949999809265137,Accessories
18336,26501,24676,2024-01-03,Processing,Processing,A_VERIFIER_ETAT,40.0,Socks
18373,26555,23845,2024-01-11,Complete,Complete,CANDIDATE_CA,243.94999694824216,Outerwear & Coats
18440,26635,22487,2024-01-25,Complete,Complete,CANDIDATE_CA,179.0,Pants
18452,26657,13860,2024-01-15,Processing,Processing,A_VERIFIER_ETAT,12.989999771118164,Accessories
18663,26984,26681,2024-01-17,Complete,Complete,CANDIDATE_CA,54.59999847412109,Sleep & Lounge
18663,26985,20124,2024-01-13,Complete,Complete,CANDIDATE_CA,375.0,Suits & Sport Coats
18663,26986,23654,2024-01-15,Complete,Complete,CANDIDATE_CA,903.0,Outerwear & Coats
