source_row,order_id,order_item_id,product_id,sale_date_utc,order_status,item_status,order_disposition,sale_price,product_category,normalized_order_id,normalized_order_item_id,normalized_product_id,normalized_sale_date_utc,normalized_amount_source_usd,status,reason_code,reason_explanation
126,7647,11038,5696,2024-01-13,Returned,Returned,EXCLUE_METIER,43.9900016784668,Pants & Capris,7647,11038,5696,2024-01-13,43.99,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
127,8020,11595,15240,2024-01-18,Processing,Processing,A_VERIFIER_ETAT,60.0,Plus,8020,11595,15240,2024-01-18,60.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
128,8032,11610,16827,2024-01-31,Cancelled,Cancelled,EXCLUE_METIER,70.94999694824219,Tops & Tees,8032,11610,16827,2024-01-31,70.95,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
137,8529,12349,23784,2024-01-16,Processing,Processing,A_VERIFIER_ETAT,575.0,Outerwear & Coats,8529,12349,23784,2024-01-16,575.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
140,8856,12817,13068,2024-01-19,Returned,Returned,EXCLUE_METIER,44.0,Swim,8856,12817,13068,2024-01-19,44.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
141,8856,12818,5976,2024-01-21,Returned,Returned,EXCLUE_METIER,30.0,Leggings,8856,12818,5976,2024-01-21,30.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
148,9348,13515,27264,2024-01-19,Processing,Processing,A_VERIFIER_ETAT,39.950000762939446,Sleep & Lounge,9348,13515,27264,2024-01-19,39.95,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
149,9348,13516,17720,2024-01-19,Processing,Processing,A_VERIFIER_ETAT,38.77000045776367,Fashion Hoodies & Sweatshirts,9348,13516,17720,2024-01-19,38.77,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
151,9447,13648,28865,2024-01-19,Cancelled,Cancelled,EXCLUE_METIER,24.950000762939453,Accessories,9447,13648,28865,2024-01-19,24.95,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
154,9713,14018,3404,2024-01-03,Processing,Processing,A_VERIFIER_ETAT,97.98999786376952,Dresses,9713,14018,3404,2024-01-03,97.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
155,9718,14026,807,2024-01-08,Processing,Processing,A_VERIFIER_ETAT,89.5,Sweaters,9718,14026,807,2024-01-08,89.50,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
156,9718,14027,10887,2024-01-04,Processing,Processing,A_VERIFIER_ETAT,16.0,Intimates,9718,14027,10887,2024-01-04,16.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
160,10052,14510,376,2024-01-28,Processing,Processing,A_VERIFIER_ETAT,13.989999771118164,Tops & Tees,10052,14510,376,2024-01-28,13.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
161,10324,14905,15143,2024-01-05,Cancelled,Cancelled,EXCLUE_METIER,42.220001220703125,Maternity,10324,14905,15143,2024-01-05,42.22,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
162,10324,14906,10084,2024-01-06,Cancelled,Cancelled,EXCLUE_METIER,28.0,Sleep & Lounge,10324,14906,10084,2024-01-06,28.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
165,10836,15645,14408,2024-01-21,Cancelled,Cancelled,EXCLUE_METIER,29.979999542236328,Maternity,10836,15645,14408,2024-01-21,29.98,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
169,10922,15752,11041,2024-01-19,Cancelled,Cancelled,EXCLUE_METIER,28.0,Intimates,10922,15752,11041,2024-01-19,28.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
170,11074,15980,10827,2024-01-07,Cancelled,Cancelled,EXCLUE_METIER,27.450000762939453,Intimates,11074,15980,10827,2024-01-07,27.45,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
171,11074,15981,4362,2024-01-04,Cancelled,Cancelled,EXCLUE_METIER,104.0,Jeans,11074,15981,4362,2024-01-04,104.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
172,11104,16031,3973,2024-01-15,Processing,Processing,A_VERIFIER_ETAT,87.0,Dresses,11104,16031,3973,2024-01-15,87.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
177,11513,16631,6789,2024-01-25,Processing,Processing,A_VERIFIER_ETAT,44.0,Shorts,11513,16631,6789,2024-01-25,44.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
180,11538,16677,16178,2024-01-01,Processing,Processing,A_VERIFIER_ETAT,21.38999938964844,Tops & Tees,11538,16677,16178,2024-01-01,21.39,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
181,11538,16678,28162,2024-01-02,Processing,Processing,A_VERIFIER_ETAT,65.0,Swim,11538,16678,28162,2024-01-02,65.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
182,11769,17038,483,2024-01-09,Cancelled,Cancelled,EXCLUE_METIER,60.0,Tops & Tees,11769,17038,483,2024-01-09,60.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
183,11770,17039,7392,2024-01-23,Cancelled,Cancelled,EXCLUE_METIER,14.899999618530272,Skirts,11770,17039,7392,2024-01-23,14.90,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
184,11770,17040,70,2024-01-22,Cancelled,Cancelled,EXCLUE_METIER,99.0,Tops & Tees,11770,17040,70,2024-01-22,99.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
185,11771,17041,12764,2024-01-22,Processing,Processing,A_VERIFIER_ETAT,73.0,Swim,11771,17041,12764,2024-01-22,73.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
191,12029,17419,11961,2024-01-27,Cancelled,Cancelled,EXCLUE_METIER,26.989999771118164,Intimates,12029,17419,11961,2024-01-27,26.99,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
198,12567,18214,800,2024-01-21,Cancelled,Cancelled,EXCLUE_METIER,88.0,Sweaters,12567,18214,800,2024-01-21,88.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
202,13008,18853,11923,2024-01-14,Processing,Processing,A_VERIFIER_ETAT,49.9900016784668,Intimates,13008,18853,11923,2024-01-14,49.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
203,13022,18874,7356,2024-01-24,Cancelled,Cancelled,EXCLUE_METIER,25.0,Skirts,13022,18874,7356,2024-01-24,25.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
206,13120,19030,16529,2024-01-13,Returned,Returned,EXCLUE_METIER,22.0,Tops & Tees,13120,19030,16529,2024-01-13,22.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
207,13120,19031,17944,2024-01-14,Returned,Returned,EXCLUE_METIER,44.9900016784668,Fashion Hoodies & Sweatshirts,13120,19031,17944,2024-01-14,44.99,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
208,13120,19032,20258,2024-01-13,Returned,Returned,EXCLUE_METIER,325.0,Suits & Sport Coats,13120,19032,20258,2024-01-13,325.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
211,13482,19578,26689,2024-01-01,Processing,Processing,A_VERIFIER_ETAT,74.0,Sleep & Lounge,13482,19578,26689,2024-01-01,74.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
213,13630,19790,24265,2024-01-02,Cancelled,Cancelled,EXCLUE_METIER,139.99000549316406,Outerwear & Coats,13630,19790,24265,2024-01-02,139.99,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
215,13724,19932,9650,2024-01-12,Processing,Processing,A_VERIFIER_ETAT,69.98999786376953,Sleep & Lounge,13724,19932,9650,2024-01-12,69.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
216,13836,20103,11237,2024-01-02,Cancelled,Cancelled,EXCLUE_METIER,17.489999771118164,Intimates,13836,20103,11237,2024-01-02,17.49,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
220,13925,20230,21076,2024-01-17,Returned,Returned,EXCLUE_METIER,25.0,Jeans,13925,20230,21076,2024-01-17,25.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
221,13925,20231,24765,2024-01-15,Returned,Returned,EXCLUE_METIER,13.0,Socks,13925,20231,24765,2024-01-15,13.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
222,13925,20232,24667,2024-01-19,Returned,Returned,EXCLUE_METIER,15.0,Socks,13925,20232,24667,2024-01-19,15.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
223,13925,20233,23745,2024-01-17,Returned,Returned,EXCLUE_METIER,160.0,Outerwear & Coats,13925,20233,23745,2024-01-17,160.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
227,14312,20747,21636,2024-01-03,Returned,Returned,EXCLUE_METIER,187.6000061035156,Jeans,14312,20747,21636,2024-01-03,187.60,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
228,14468,20970,15807,2024-01-30,Returned,Returned,EXCLUE_METIER,14.0,Plus,14468,20970,15807,2024-01-30,14.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
229,14509,21027,1792,2024-01-03,Returned,Returned,EXCLUE_METIER,44.9900016784668,Fashion Hoodies & Sweatshirts,14509,21027,1792,2024-01-03,44.99,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
232,14535,21053,18853,2024-01-07,Cancelled,Cancelled,EXCLUE_METIER,79.98999786376953,Sweaters,14535,21053,18853,2024-01-07,79.99,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
233,14804,21418,28250,2024-01-04,Processing,Processing,A_VERIFIER_ETAT,64.94999694824219,Swim,14804,21418,28250,2024-01-04,64.95,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
234,15087,21822,9862,2024-01-29,Cancelled,Cancelled,EXCLUE_METIER,24.899999618530277,Sleep & Lounge,15087,21822,9862,2024-01-29,24.90,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
235,15087,21823,14420,2024-01-31,Cancelled,Cancelled,EXCLUE_METIER,19.979999542236328,Maternity,15087,21823,14420,2024-01-31,19.98,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
236,15161,21936,8649,2024-01-13,Processing,Processing,A_VERIFIER_ETAT,90.0,Outerwear & Coats,15161,21936,8649,2024-01-13,90.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
239,15633,22592,412,2024-01-27,Cancelled,Cancelled,EXCLUE_METIER,71.94999694824219,Tops & Tees,15633,22592,412,2024-01-27,71.95,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
241,15674,22657,7371,2024-01-19,Processing,Processing,A_VERIFIER_ETAT,25.0,Skirts,15674,22657,7371,2024-01-19,25.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
